agent_number,reproduction_counter,consume_counter,sickness_counter,covered_distance,expelled,parent_A,parent_B,Condition,Visibilityrange,Tribe,Resistance,Metabolism,Intelligent,Aggressive
1,3,0,0,20,0,,,2,3,3,2,1,False,False
2,0,0,0,16,0,,,2,2,2,2,1,True,False
3,2,0,0,10,0,,,1,1,1,3,2,True,False
4,0,0,0,10,0,,,1,1,2,3,3,False,False
5,1,0,0,30,6,,,3,2,1,1,3,True,False
6,0,0,0,20,0,,,2,1,1,2,3,False,False
7,4,0,0,19,6,,,2,2,3,3,1,True,False
8,0,0,0,20,0,,,2,1,1,3,2,True,False
9,2,0,0,20,0,,,2,3,2,1,2,False,False
10,0,0,0,30,0,,,3,3,2,1,2,False,False
43,0,0,0,7,3,1,7,1,1,3,1,0,True,False
44,0,0,0,0,0,9,3,0,0,2,1,1,False,True
45,0,0,0,6,3,1,7,1,1,3,1,0,True,False
46,0,0,0,7,0,7,1,1,1,3,1,0,False,True
47,0,0,0,3,0,7,5,1,1,1,0,0,False,True
48,0,0,0,0,0,9,3,0,1,1,1,1,True,False
