agent_number,reproduction_counter,consume_counter,sickness_counter,covered_distance,expelled,parent_A,parent_B,Kondition,Visibilityrange,Tribe,Resistance,Metabolism,Intelligent,Aggressive
11,0,0,0,0,0,3,4,0,1,3,1,1,False,True
12,0,0,0,0,0,4,3,0,1,3,1,1,True,False
