agent_number,reproduction_counter,consume_counter,sickness_counter,covered_distance,expelled,parent_A,parent_B,Condition,Visibilityrange,Tribe,Resistance,Metabolism,Intelligent,Aggressive
1,0,0,0,58,0,,,1,3,1,1,1,True,False
3,0,0,0,56,0,,,1,1,2,2,3,False,True
6,0,1,0,45,0,,,1,3,1,2,1,False,True
8,0,0,0,58,0,,,1,3,2,1,3,True,False
