agent_number,reproduction_counter,consume_counter,sickness_counter,covered_distance,expelled,parent_A,parent_B,Condition,Visibilityrange,Tribe,Resistance,Metabolism,Intelligent,Aggressive
4,0,0,0,54,0,,,1,1,3,3,2,True,False
6,0,0,0,59,0,,,1,3,3,3,1,False,True
